"Step","flowing-moon-9-0 - Loss/train","flowing-moon-9-0 - Loss/train__MIN","flowing-moon-9-0 - Loss/train__MAX"
"67","0.24073487520217896","0.24073487520217896","0.24073487520217896"
"68","0.25834694504737854","0.25834694504737854","0.25834694504737854"
"69","0.13553230464458466","0.13553230464458466","0.13553230464458466"
"70","0.17971667647361755","0.17971667647361755","0.17971667647361755"
"71","0.1637350618839264","0.1637350618839264","0.1637350618839264"
"72","0.16041116416454315","0.16041116416454315","0.16041116416454315"
"73","0.14918917417526245","0.14918917417526245","0.14918917417526245"
"74","0.19428935647010803","0.19428935647010803","0.19428935647010803"
"75","0.1531621813774109","0.1531621813774109","0.1531621813774109"
"76","0.14709784090518951","0.14709784090518951","0.14709784090518951"
"78","0.20455607771873474","0.20455607771873474","0.20455607771873474"
"79","0.1766483187675476","0.1766483187675476","0.1766483187675476"
"80","0.16155892610549927","0.16155892610549927","0.16155892610549927"
"81","0.15332284569740295","0.15332284569740295","0.15332284569740295"
"82","0.12047941982746124","0.12047941982746124","0.12047941982746124"
"83","0.15100425481796265","0.15100425481796265","0.15100425481796265"
"84","0.16952210664749146","0.16952210664749146","0.16952210664749146"
"85","0.16448843479156494","0.16448843479156494","0.16448843479156494"
"86","0.1550053358078003","0.1550053358078003","0.1550053358078003"
"87","0.23208168148994446","0.23208168148994446","0.23208168148994446"
"88","0.13360460102558136","0.13360460102558136","0.13360460102558136"
"89","0.12870565056800842","0.12870565056800842","0.12870565056800842"
"91","0.15218386054039001","0.15218386054039001","0.15218386054039001"
"92","0.1888624131679535","0.1888624131679535","0.1888624131679535"
"93","0.142890065908432","0.142890065908432","0.142890065908432"
"94","0.12398479878902435","0.12398479878902435","0.12398479878902435"
"95","0.1837601661682129","0.1837601661682129","0.1837601661682129"
"96","0.17264100909233093","0.17264100909233093","0.17264100909233093"
"97","0.13317877054214478","0.13317877054214478","0.13317877054214478"
"98","0.1714044213294983","0.1714044213294983","0.1714044213294983"
"99","0.12992718815803528","0.12992718815803528","0.12992718815803528"
"100","0.12877172231674194","0.12877172231674194","0.12877172231674194"
"101","0.12651097774505615","0.12651097774505615","0.12651097774505615"
"102","0.12494242936372757","0.12494242936372757","0.12494242936372757"
"104","0.12313518673181534","0.12313518673181534","0.12313518673181534"
"105","0.18900129199028015","0.18900129199028015","0.18900129199028015"
"106","0.15065830945968628","0.15065830945968628","0.15065830945968628"
"107","0.22224295139312744","0.22224295139312744","0.22224295139312744"
"108","0.20247569680213928","0.20247569680213928","0.20247569680213928"
"109","0.2164241373538971","0.2164241373538971","0.2164241373538971"
"110","0.23881115019321442","0.23881115019321442","0.23881115019321442"
"111","0.2863602936267853","0.2863602936267853","0.2863602936267853"
"112","0.2776656150817871","0.2776656150817871","0.2776656150817871"
"113","0.16878284513950348","0.16878284513950348","0.16878284513950348"
"114","0.16091850399971008","0.16091850399971008","0.16091850399971008"
"115","0.3008752167224884","0.3008752167224884","0.3008752167224884"
"117","0.19638322293758392","0.19638322293758392","0.19638322293758392"
"118","0.18378451466560364","0.18378451466560364","0.18378451466560364"
"119","0.14122754335403442","0.14122754335403442","0.14122754335403442"
"120","0.1787748634815216","0.1787748634815216","0.1787748634815216"
"121","0.1362461894750595","0.1362461894750595","0.1362461894750595"
"122","0.19419294595718384","0.19419294595718384","0.19419294595718384"
"123","0.1581641137599945","0.1581641137599945","0.1581641137599945"
"124","0.15561412274837494","0.15561412274837494","0.15561412274837494"
"125","0.1379140019416809","0.1379140019416809","0.1379140019416809"
"126","0.2560449242591858","0.2560449242591858","0.2560449242591858"
"127","0.16650813817977905","0.16650813817977905","0.16650813817977905"
"128","0.17088943719863892","0.17088943719863892","0.17088943719863892"
"130","0.15602532029151917","0.15602532029151917","0.15602532029151917"
"131","0.20612449944019318","0.20612449944019318","0.20612449944019318"
"132","0.12366119027137756","0.12366119027137756","0.12366119027137756"
"133","0.1610165387392044","0.1610165387392044","0.1610165387392044"
"134","0.1662934422492981","0.1662934422492981","0.1662934422492981"
"135","0.17960482835769653","0.17960482835769653","0.17960482835769653"
"136","0.14716118574142456","0.14716118574142456","0.14716118574142456"
"137","0.16924524307250977","0.16924524307250977","0.16924524307250977"
"138","0.1963951289653778","0.1963951289653778","0.1963951289653778"
"139","0.133460134267807","0.133460134267807","0.133460134267807"
"140","0.12837383151054382","0.12837383151054382","0.12837383151054382"
"141","0.2073727250099182","0.2073727250099182","0.2073727250099182"
"143","0.16818124055862427","0.16818124055862427","0.16818124055862427"
"144","0.13075342774391174","0.13075342774391174","0.13075342774391174"
"145","0.13170024752616882","0.13170024752616882","0.13170024752616882"
"146","0.14549046754837036","0.14549046754837036","0.14549046754837036"
"147","0.13780581951141357","0.13780581951141357","0.13780581951141357"
"148","0.13937361538410187","0.13937361538410187","0.13937361538410187"
"149","0.14294536411762238","0.14294536411762238","0.14294536411762238"
"150","0.19312840700149536","0.19312840700149536","0.19312840700149536"
"151","0.13723604381084442","0.13723604381084442","0.13723604381084442"
"152","0.12415920197963715","0.12415920197963715","0.12415920197963715"
"153","0.1136503517627716","0.1136503517627716","0.1136503517627716"
"154","0.11354054510593414","0.11354054510593414","0.11354054510593414"
"156","0.12340857833623886","0.12340857833623886","0.12340857833623886"
"157","0.12696358561515808","0.12696358561515808","0.12696358561515808"
"158","0.13727208971977234","0.13727208971977234","0.13727208971977234"
"159","0.14210882782936096","0.14210882782936096","0.14210882782936096"
"160","0.12722650170326233","0.12722650170326233","0.12722650170326233"
"161","0.12252312153577805","0.12252312153577805","0.12252312153577805"
"162","0.17368127405643463","0.17368127405643463","0.17368127405643463"
"163","0.17735008895397186","0.17735008895397186","0.17735008895397186"
"164","0.11815612763166428","0.11815612763166428","0.11815612763166428"
"165","0.13832122087478638","0.13832122087478638","0.13832122087478638"
"166","0.1229255348443985","0.1229255348443985","0.1229255348443985"
"167","0.13549073040485382","0.13549073040485382","0.13549073040485382"
"169","0.1428704857826233","0.1428704857826233","0.1428704857826233"
"170","0.14436201751232147","0.14436201751232147","0.14436201751232147"
"171","0.11957334727048874","0.11957334727048874","0.11957334727048874"
"172","0.14414682984352112","0.14414682984352112","0.14414682984352112"
"173","0.14011089503765106","0.14011089503765106","0.14011089503765106"
"174","0.1469435691833496","0.1469435691833496","0.1469435691833496"
"175","0.1137419044971466","0.1137419044971466","0.1137419044971466"
"176","0.15432092547416687","0.15432092547416687","0.15432092547416687"
"177","0.13430006802082062","0.13430006802082062","0.13430006802082062"
"178","0.12804216146469116","0.12804216146469116","0.12804216146469116"
"179","0.12771838903427124","0.12771838903427124","0.12771838903427124"
"180","0.14045670628547668","0.14045670628547668","0.14045670628547668"
"182","0.11809578537940979","0.11809578537940979","0.11809578537940979"
"183","0.11784380674362183","0.11784380674362183","0.11784380674362183"
"184","0.1284712255001068","0.1284712255001068","0.1284712255001068"
"185","0.12112931162118912","0.12112931162118912","0.12112931162118912"
"186","0.10839313268661499","0.10839313268661499","0.10839313268661499"
"187","0.11826668679714203","0.11826668679714203","0.11826668679714203"
"188","0.12085030972957611","0.12085030972957611","0.12085030972957611"
"189","0.11598260700702667","0.11598260700702667","0.11598260700702667"
"190","0.15980084240436554","0.15980084240436554","0.15980084240436554"
"191","0.12396062910556793","0.12396062910556793","0.12396062910556793"
"192","0.14319932460784912","0.14319932460784912","0.14319932460784912"
"193","0.11829525977373123","0.11829525977373123","0.11829525977373123"
"195","0.13129863142967224","0.13129863142967224","0.13129863142967224"
"196","0.10370246320962906","0.10370246320962906","0.10370246320962906"
"197","0.1335553675889969","0.1335553675889969","0.1335553675889969"
"198","0.12476395070552826","0.12476395070552826","0.12476395070552826"
"199","0.11941646039485931","0.11941646039485931","0.11941646039485931"
"200","0.11545290052890778","0.11545290052890778","0.11545290052890778"
"201","0.12727992236614227","0.12727992236614227","0.12727992236614227"
"202","0.11674000322818756","0.11674000322818756","0.11674000322818756"
"203","0.12797115743160248","0.12797115743160248","0.12797115743160248"
"204","0.12960173189640045","0.12960173189640045","0.12960173189640045"
"205","0.18255071341991425","0.18255071341991425","0.18255071341991425"
"206","0.13876406848430634","0.13876406848430634","0.13876406848430634"
"208","0.1387559473514557","0.1387559473514557","0.1387559473514557"
"209","0.11812816560268402","0.11812816560268402","0.11812816560268402"
"210","0.20793938636779785","0.20793938636779785","0.20793938636779785"
"211","0.24973228573799133","0.24973228573799133","0.24973228573799133"
"212","0.15973800420761108","0.15973800420761108","0.15973800420761108"
"213","0.1302328258752823","0.1302328258752823","0.1302328258752823"
"214","0.16609133780002594","0.16609133780002594","0.16609133780002594"
"215","0.1465793401002884","0.1465793401002884","0.1465793401002884"
"216","0.11401467770338058","0.11401467770338058","0.11401467770338058"
"217","0.1225142702460289","0.1225142702460289","0.1225142702460289"
"218","0.17698237299919128","0.17698237299919128","0.17698237299919128"
"219","0.25891968607902527","0.25891968607902527","0.25891968607902527"
"221","0.1180017739534378","0.1180017739534378","0.1180017739534378"
"222","0.1301276683807373","0.1301276683807373","0.1301276683807373"
"223","0.15621928870677948","0.15621928870677948","0.15621928870677948"
"224","0.1746722310781479","0.1746722310781479","0.1746722310781479"
"225","0.12872764468193054","0.12872764468193054","0.12872764468193054"
"226","0.15211299061775208","0.15211299061775208","0.15211299061775208"
"227","0.13497969508171082","0.13497969508171082","0.13497969508171082"
"228","0.134417325258255","0.134417325258255","0.134417325258255"
"229","0.1670653223991394","0.1670653223991394","0.1670653223991394"
"230","0.1471405327320099","0.1471405327320099","0.1471405327320099"
"231","0.11716131865978241","0.11716131865978241","0.11716131865978241"
"232","0.12476459890604019","0.12476459890604019","0.12476459890604019"
"234","0.12819460034370422","0.12819460034370422","0.12819460034370422"
"235","0.1236102432012558","0.1236102432012558","0.1236102432012558"
"236","0.10551288723945618","0.10551288723945618","0.10551288723945618"
"237","0.15220363438129425","0.15220363438129425","0.15220363438129425"
"238","0.1217852532863617","0.1217852532863617","0.1217852532863617"
"239","0.12310892343521118","0.12310892343521118","0.12310892343521118"
"240","0.13533742725849152","0.13533742725849152","0.13533742725849152"
"241","0.12202239781618118","0.12202239781618118","0.12202239781618118"
"242","0.14446155726909637","0.14446155726909637","0.14446155726909637"
"243","0.11976084858179092","0.11976084858179092","0.11976084858179092"
"244","0.12605004012584686","0.12605004012584686","0.12605004012584686"
"245","0.12934105098247528","0.12934105098247528","0.12934105098247528"
"247","0.09723345935344696","0.09723345935344696","0.09723345935344696"
"248","0.13293063640594482","0.13293063640594482","0.13293063640594482"
"249","0.0974111333489418","0.0974111333489418","0.0974111333489418"
"250","0.12737640738487244","0.12737640738487244","0.12737640738487244"
"251","0.11392689496278763","0.11392689496278763","0.11392689496278763"
"252","0.11750054359436035","0.11750054359436035","0.11750054359436035"
"253","0.10502146184444427","0.10502146184444427","0.10502146184444427"
"254","0.09677672386169434","0.09677672386169434","0.09677672386169434"
"255","0.12381776422262192","0.12381776422262192","0.12381776422262192"
"256","0.14234861731529236","0.14234861731529236","0.14234861731529236"
"257","0.14929786324501038","0.14929786324501038","0.14929786324501038"
"258","0.1258341521024704","0.1258341521024704","0.1258341521024704"
"260","0.10003284364938736","0.10003284364938736","0.10003284364938736"
"261","0.13838541507720947","0.13838541507720947","0.13838541507720947"
"262","0.11502902954816818","0.11502902954816818","0.11502902954816818"
"263","0.09509681165218353","0.09509681165218353","0.09509681165218353"
"264","0.11816786229610443","0.11816786229610443","0.11816786229610443"
"265","0.10799888521432877","0.10799888521432877","0.10799888521432877"
"266","0.10382397472858429","0.10382397472858429","0.10382397472858429"
"267","0.1032983809709549","0.1032983809709549","0.1032983809709549"
"268","0.14089328050613403","0.14089328050613403","0.14089328050613403"
"269","0.14686208963394165","0.14686208963394165","0.14686208963394165"
"270","0.19609515368938446","0.19609515368938446","0.19609515368938446"
"271","0.11298155039548874","0.11298155039548874","0.11298155039548874"
"273","0.09898290038108826","0.09898290038108826","0.09898290038108826"
"274","0.11189493536949158","0.11189493536949158","0.11189493536949158"
"275","0.1275428682565689","0.1275428682565689","0.1275428682565689"
"276","0.11350081861019135","0.11350081861019135","0.11350081861019135"
"277","0.1232290118932724","0.1232290118932724","0.1232290118932724"
"278","0.10915704071521759","0.10915704071521759","0.10915704071521759"
"279","0.11067987978458405","0.11067987978458405","0.11067987978458405"
"280","0.1071869507431984","0.1071869507431984","0.1071869507431984"
"281","0.11818750202655792","0.11818750202655792","0.11818750202655792"
"282","0.09950298070907593","0.09950298070907593","0.09950298070907593"
"283","0.14125987887382507","0.14125987887382507","0.14125987887382507"
"284","0.12643441557884216","0.12643441557884216","0.12643441557884216"
"286","0.11300674080848694","0.11300674080848694","0.11300674080848694"
"287","0.10743975639343262","0.10743975639343262","0.10743975639343262"
"288","0.10477669537067413","0.10477669537067413","0.10477669537067413"
"289","0.1380118876695633","0.1380118876695633","0.1380118876695633"
"290","0.09765395522117615","0.09765395522117615","0.09765395522117615"
"291","0.09793361276388168","0.09793361276388168","0.09793361276388168"
"292","0.14197593927383423","0.14197593927383423","0.14197593927383423"
"293","0.10452422499656677","0.10452422499656677","0.10452422499656677"
"294","0.08212848007678986","0.08212848007678986","0.08212848007678986"
"295","0.11340726912021637","0.11340726912021637","0.11340726912021637"
"296","0.14956702291965485","0.14956702291965485","0.14956702291965485"
"297","0.10703221708536148","0.10703221708536148","0.10703221708536148"
"299","0.09512759000062943","0.09512759000062943","0.09512759000062943"
"300","0.11100412905216217","0.11100412905216217","0.11100412905216217"
"301","0.12487258017063141","0.12487258017063141","0.12487258017063141"
"302","0.13919970393180847","0.13919970393180847","0.13919970393180847"
"303","0.10869267582893372","0.10869267582893372","0.10869267582893372"
"304","0.1253485381603241","0.1253485381603241","0.1253485381603241"
"305","0.12535735964775085","0.12535735964775085","0.12535735964775085"
"306","0.10036224126815796","0.10036224126815796","0.10036224126815796"
"307","0.09893125295639038","0.09893125295639038","0.09893125295639038"
"308","0.10447462648153305","0.10447462648153305","0.10447462648153305"
"309","0.09646725654602051","0.09646725654602051","0.09646725654602051"
"310","0.1197141483426094","0.1197141483426094","0.1197141483426094"
"312","0.10936559736728668","0.10936559736728668","0.10936559736728668"
"313","0.09155748039484024","0.09155748039484024","0.09155748039484024"
"314","0.13234823942184448","0.13234823942184448","0.13234823942184448"
"315","0.08661684393882751","0.08661684393882751","0.08661684393882751"
"316","0.11597075313329697","0.11597075313329697","0.11597075313329697"
"317","0.10183227807283401","0.10183227807283401","0.10183227807283401"
"318","0.1285237967967987","0.1285237967967987","0.1285237967967987"
"319","0.10675674676895142","0.10675674676895142","0.10675674676895142"
"320","0.09682454913854599","0.09682454913854599","0.09682454913854599"
"321","0.14577588438987732","0.14577588438987732","0.14577588438987732"
"322","0.11767372488975525","0.11767372488975525","0.11767372488975525"
"323","0.073560930788517","0.073560930788517","0.073560930788517"
"325","0.08612945675849915","0.08612945675849915","0.08612945675849915"
"326","0.12194976210594177","0.12194976210594177","0.12194976210594177"
"327","0.1269391030073166","0.1269391030073166","0.1269391030073166"
"328","0.09393167495727539","0.09393167495727539","0.09393167495727539"
"329","0.12086944282054901","0.12086944282054901","0.12086944282054901"
"330","0.08082813024520874","0.08082813024520874","0.08082813024520874"
"331","0.14220823347568512","0.14220823347568512","0.14220823347568512"
"332","0.1227719783782959","0.1227719783782959","0.1227719783782959"
"333","0.11133208870887756","0.11133208870887756","0.11133208870887756"
"334","0.13098010420799255","0.13098010420799255","0.13098010420799255"
"335","0.15580540895462036","0.15580540895462036","0.15580540895462036"
"336","0.13795524835586548","0.13795524835586548","0.13795524835586548"
"338","0.09749448299407959","0.09749448299407959","0.09749448299407959"
"339","0.0997791662812233","0.0997791662812233","0.0997791662812233"
"340","0.11041247844696045","0.11041247844696045","0.11041247844696045"
"341","0.1274348795413971","0.1274348795413971","0.1274348795413971"
"342","0.10766772925853729","0.10766772925853729","0.10766772925853729"
"343","0.10849492251873016","0.10849492251873016","0.10849492251873016"
"344","0.0814354345202446","0.0814354345202446","0.0814354345202446"
"345","0.10389398038387299","0.10389398038387299","0.10389398038387299"
"346","0.1041090339422226","0.1041090339422226","0.1041090339422226"
"347","0.0983755812048912","0.0983755812048912","0.0983755812048912"
"348","0.09252864867448807","0.09252864867448807","0.09252864867448807"
"349","0.1021144688129425","0.1021144688129425","0.1021144688129425"
"351","0.14006046950817108","0.14006046950817108","0.14006046950817108"
"352","0.13050059974193573","0.13050059974193573","0.13050059974193573"
"353","0.14065313339233398","0.14065313339233398","0.14065313339233398"
"354","0.09663289785385132","0.09663289785385132","0.09663289785385132"
"355","0.1315401941537857","0.1315401941537857","0.1315401941537857"
"356","0.10712048411369324","0.10712048411369324","0.10712048411369324"
"357","0.1417025625705719","0.1417025625705719","0.1417025625705719"
"358","0.10632923990488052","0.10632923990488052","0.10632923990488052"
"359","0.13931718468666077","0.13931718468666077","0.13931718468666077"
"360","0.09022738039493561","0.09022738039493561","0.09022738039493561"
"361","0.09078057110309601","0.09078057110309601","0.09078057110309601"
"362","0.11015406996011734","0.11015406996011734","0.11015406996011734"
"364","0.10867923498153687","0.10867923498153687","0.10867923498153687"
"365","0.10804391652345657","0.10804391652345657","0.10804391652345657"
"366","0.1324012577533722","0.1324012577533722","0.1324012577533722"
"367","0.08203533291816711","0.08203533291816711","0.08203533291816711"
"368","0.11478006839752197","0.11478006839752197","0.11478006839752197"
"369","0.11860392987728119","0.11860392987728119","0.11860392987728119"
"370","0.09463772177696228","0.09463772177696228","0.09463772177696228"
"371","0.09891223907470703","0.09891223907470703","0.09891223907470703"
"372","0.10954335331916809","0.10954335331916809","0.10954335331916809"
"373","0.09166977554559708","0.09166977554559708","0.09166977554559708"
"374","0.07832217216491699","0.07832217216491699","0.07832217216491699"
"375","0.15973401069641113","0.15973401069641113","0.15973401069641113"
"377","0.14011627435684204","0.14011627435684204","0.14011627435684204"
"378","0.13421180844306946","0.13421180844306946","0.13421180844306946"
"379","0.09251061081886292","0.09251061081886292","0.09251061081886292"
"380","0.17794105410575867","0.17794105410575867","0.17794105410575867"
"381","0.13279473781585693","0.13279473781585693","0.13279473781585693"
"382","0.08947312831878662","0.08947312831878662","0.08947312831878662"
"383","0.1148519441485405","0.1148519441485405","0.1148519441485405"
"384","0.1363099217414856","0.1363099217414856","0.1363099217414856"
"385","0.15607349574565887","0.15607349574565887","0.15607349574565887"
"386","0.12330442667007446","0.12330442667007446","0.12330442667007446"
"387","0.18126976490020752","0.18126976490020752","0.18126976490020752"
"388","0.1159970611333847","0.1159970611333847","0.1159970611333847"
"390","0.09797875583171844","0.09797875583171844","0.09797875583171844"
"391","0.14245599508285522","0.14245599508285522","0.14245599508285522"
"392","0.2072024643421173","0.2072024643421173","0.2072024643421173"
"393","0.2106514275074005","0.2106514275074005","0.2106514275074005"
"394","0.13855212926864624","0.13855212926864624","0.13855212926864624"
"395","0.12854725122451782","0.12854725122451782","0.12854725122451782"
"396","0.12334100157022476","0.12334100157022476","0.12334100157022476"
"397","0.1790863424539566","0.1790863424539566","0.1790863424539566"
"398","0.10585498809814453","0.10585498809814453","0.10585498809814453"
"399","0.10513657331466675","0.10513657331466675","0.10513657331466675"
"400","0.11199815571308136","0.11199815571308136","0.11199815571308136"
"401","0.11812283098697662","0.11812283098697662","0.11812283098697662"
"403","0.1019081324338913","0.1019081324338913","0.1019081324338913"
"404","0.10345780849456787","0.10345780849456787","0.10345780849456787"
"405","0.11222414672374725","0.11222414672374725","0.11222414672374725"
"406","0.10828344523906708","0.10828344523906708","0.10828344523906708"
"407","0.10419788956642151","0.10419788956642151","0.10419788956642151"
"408","0.07977353036403656","0.07977353036403656","0.07977353036403656"
"409","0.10172946751117706","0.10172946751117706","0.10172946751117706"
"410","0.12119262665510178","0.12119262665510178","0.12119262665510178"
"411","0.14473584294319153","0.14473584294319153","0.14473584294319153"
"412","0.09570711851119995","0.09570711851119995","0.09570711851119995"
"413","0.10280191898345947","0.10280191898345947","0.10280191898345947"
"414","0.11913473159074783","0.11913473159074783","0.11913473159074783"
"416","0.1033492386341095","0.1033492386341095","0.1033492386341095"
"417","0.09050856530666351","0.09050856530666351","0.09050856530666351"
"418","0.1432749330997467","0.1432749330997467","0.1432749330997467"
"419","0.10823389887809753","0.10823389887809753","0.10823389887809753"
"420","0.08754295855760574","0.08754295855760574","0.08754295855760574"
"421","0.09756268560886383","0.09756268560886383","0.09756268560886383"
"422","0.08465611934661865","0.08465611934661865","0.08465611934661865"
"423","0.10679304599761963","0.10679304599761963","0.10679304599761963"
"424","0.09143909811973572","0.09143909811973572","0.09143909811973572"
"425","0.11254637688398361","0.11254637688398361","0.11254637688398361"
"426","0.0740850493311882","0.0740850493311882","0.0740850493311882"
"427","0.07391738146543503","0.07391738146543503","0.07391738146543503"
"429","0.08655637502670288","0.08655637502670288","0.08655637502670288"
"430","0.08411572873592377","0.08411572873592377","0.08411572873592377"
"431","0.06574197113513947","0.06574197113513947","0.06574197113513947"
"432","0.08932022750377655","0.08932022750377655","0.08932022750377655"
"433","0.10863468050956726","0.10863468050956726","0.10863468050956726"
"434","0.10943871736526489","0.10943871736526489","0.10943871736526489"
"435","0.08272276073694229","0.08272276073694229","0.08272276073694229"
"436","0.11804038286209106","0.11804038286209106","0.11804038286209106"
"437","0.07395376265048981","0.07395376265048981","0.07395376265048981"
"438","0.07441956549882889","0.07441956549882889","0.07441956549882889"
"439","0.07894544303417206","0.07894544303417206","0.07894544303417206"
"440","0.12233790010213852","0.12233790010213852","0.12233790010213852"
"442","0.0972510352730751","0.0972510352730751","0.0972510352730751"
"443","0.08772464096546173","0.08772464096546173","0.08772464096546173"
"444","0.1395694762468338","0.1395694762468338","0.1395694762468338"
"445","0.10007227212190628","0.10007227212190628","0.10007227212190628"
"446","0.11398221552371979","0.11398221552371979","0.11398221552371979"
"447","0.10753054916858673","0.10753054916858673","0.10753054916858673"
"448","0.09357495605945587","0.09357495605945587","0.09357495605945587"
"449","0.09919671714305878","0.09919671714305878","0.09919671714305878"
"450","0.10081471502780914","0.10081471502780914","0.10081471502780914"
"451","0.09175854921340942","0.09175854921340942","0.09175854921340942"
"452","0.0899544358253479","0.0899544358253479","0.0899544358253479"
"453","0.13196733593940735","0.13196733593940735","0.13196733593940735"
"455","0.10459395498037338","0.10459395498037338","0.10459395498037338"
"456","0.07412970811128616","0.07412970811128616","0.07412970811128616"
"457","0.09468568116426468","0.09468568116426468","0.09468568116426468"
"458","0.10969965904951096","0.10969965904951096","0.10969965904951096"
"459","0.10426977276802063","0.10426977276802063","0.10426977276802063"
"460","0.09653004258871078","0.09653004258871078","0.09653004258871078"
"461","0.08587858080863953","0.08587858080863953","0.08587858080863953"
"462","0.10429683327674866","0.10429683327674866","0.10429683327674866"
"463","0.08618082851171494","0.08618082851171494","0.08618082851171494"
"464","0.08596614748239517","0.08596614748239517","0.08596614748239517"
"465","0.08362673223018646","0.08362673223018646","0.08362673223018646"
"466","0.10372836142778397","0.10372836142778397","0.10372836142778397"
"468","0.10624255985021591","0.10624255985021591","0.10624255985021591"
"469","0.07858794927597046","0.07858794927597046","0.07858794927597046"
"470","0.0756010189652443","0.0756010189652443","0.0756010189652443"
"471","0.09036295115947723","0.09036295115947723","0.09036295115947723"
"472","0.09947538375854492","0.09947538375854492","0.09947538375854492"
"473","0.09396877139806747","0.09396877139806747","0.09396877139806747"
"474","0.09275306761264801","0.09275306761264801","0.09275306761264801"
"475","0.07586991041898727","0.07586991041898727","0.07586991041898727"
"476","0.11712490022182465","0.11712490022182465","0.11712490022182465"
"477","0.10269670188426971","0.10269670188426971","0.10269670188426971"
"478","0.08675587922334671","0.08675587922334671","0.08675587922334671"
"479","0.11560892313718796","0.11560892313718796","0.11560892313718796"
"481","0.09792497754096985","0.09792497754096985","0.09792497754096985"
"482","0.08685954660177231","0.08685954660177231","0.08685954660177231"
"483","0.0877690464258194","0.0877690464258194","0.0877690464258194"
