"Step","fallen-sky-11-0 - Loss/train","fallen-sky-11-0 - Loss/train__MIN","fallen-sky-11-0 - Loss/train__MAX"
"54","0.181625097990036","0.181625097990036","0.181625097990036"
"55","0.19924598932266235","0.19924598932266235","0.19924598932266235"
"56","0.17676499485969543","0.17676499485969543","0.17676499485969543"
"57","0.1972457468509674","0.1972457468509674","0.1972457468509674"
"58","0.16701063513755798","0.16701063513755798","0.16701063513755798"
"59","0.13637101650238037","0.13637101650238037","0.13637101650238037"
"60","0.17473836243152618","0.17473836243152618","0.17473836243152618"
"61","0.1686173379421234","0.1686173379421234","0.1686173379421234"
"62","0.16803932189941406","0.16803932189941406","0.16803932189941406"
"63","0.17575210332870483","0.17575210332870483","0.17575210332870483"
"65","0.13784965872764587","0.13784965872764587","0.13784965872764587"
"66","0.17119058966636658","0.17119058966636658","0.17119058966636658"
"67","0.17028185725212097","0.17028185725212097","0.17028185725212097"
"68","0.19016405940055847","0.19016405940055847","0.19016405940055847"
"69","0.221241295337677","0.221241295337677","0.221241295337677"
"70","0.14913643896579742","0.14913643896579742","0.14913643896579742"
"71","0.1280308961868286","0.1280308961868286","0.1280308961868286"
"72","0.15398640930652618","0.15398640930652618","0.15398640930652618"
"73","0.21381044387817383","0.21381044387817383","0.21381044387817383"
"74","0.20472750067710876","0.20472750067710876","0.20472750067710876"
"75","0.1657978594303131","0.1657978594303131","0.1657978594303131"
"76","0.13744226098060608","0.13744226098060608","0.13744226098060608"
"78","0.13575561344623566","0.13575561344623566","0.13575561344623566"
"79","0.15224221348762512","0.15224221348762512","0.15224221348762512"
"80","0.20972533524036407","0.20972533524036407","0.20972533524036407"
"81","0.14974036812782288","0.14974036812782288","0.14974036812782288"
"82","0.11118381470441818","0.11118381470441818","0.11118381470441818"
"83","0.15968607366085052","0.15968607366085052","0.15968607366085052"
"84","0.17045140266418457","0.17045140266418457","0.17045140266418457"
"85","0.20177213847637177","0.20177213847637177","0.20177213847637177"
"86","0.1367245316505432","0.1367245316505432","0.1367245316505432"
"87","0.21901948750019073","0.21901948750019073","0.21901948750019073"
"88","0.22888587415218353","0.22888587415218353","0.22888587415218353"
"89","0.21755865216255188","0.21755865216255188","0.21755865216255188"
"91","0.1998046636581421","0.1998046636581421","0.1998046636581421"
"92","0.16957657039165497","0.16957657039165497","0.16957657039165497"
"93","0.19202905893325806","0.19202905893325806","0.19202905893325806"
"94","0.14146873354911804","0.14146873354911804","0.14146873354911804"
"95","0.15263839066028595","0.15263839066028595","0.15263839066028595"
"96","0.11873063445091248","0.11873063445091248","0.11873063445091248"
"97","0.14293764531612396","0.14293764531612396","0.14293764531612396"
"98","0.20881086587905884","0.20881086587905884","0.20881086587905884"
"99","0.1743621975183487","0.1743621975183487","0.1743621975183487"
"100","0.12603217363357544","0.12603217363357544","0.12603217363357544"
"101","0.1782640963792801","0.1782640963792801","0.1782640963792801"
"102","0.108829565346241","0.108829565346241","0.108829565346241"
"104","0.15869222581386566","0.15869222581386566","0.15869222581386566"
"105","0.2664278745651245","0.2664278745651245","0.2664278745651245"
"106","0.11422348022460938","0.11422348022460938","0.11422348022460938"
"107","0.15220284461975098","0.15220284461975098","0.15220284461975098"
"108","0.16550058126449585","0.16550058126449585","0.16550058126449585"
"109","0.12176761031150818","0.12176761031150818","0.12176761031150818"
"110","0.15535968542099","0.15535968542099","0.15535968542099"
"111","0.1315755844116211","0.1315755844116211","0.1315755844116211"
"112","0.10603970289230347","0.10603970289230347","0.10603970289230347"
"113","0.11560318619012833","0.11560318619012833","0.11560318619012833"
"114","0.14865675568580627","0.14865675568580627","0.14865675568580627"
"115","0.13245221972465515","0.13245221972465515","0.13245221972465515"
"117","0.13065919280052185","0.13065919280052185","0.13065919280052185"
"118","0.10301420092582703","0.10301420092582703","0.10301420092582703"
"119","0.12740319967269897","0.12740319967269897","0.12740319967269897"
"120","0.1756294071674347","0.1756294071674347","0.1756294071674347"
"121","0.19016097486019135","0.19016097486019135","0.19016097486019135"
"122","0.11953401565551758","0.11953401565551758","0.11953401565551758"
"123","0.13374048471450806","0.13374048471450806","0.13374048471450806"
"124","0.13740688562393188","0.13740688562393188","0.13740688562393188"
"125","0.11555058509111404","0.11555058509111404","0.11555058509111404"
"126","0.17135778069496155","0.17135778069496155","0.17135778069496155"
"127","0.12329201400279999","0.12329201400279999","0.12329201400279999"
"128","0.14146000146865845","0.14146000146865845","0.14146000146865845"
"130","0.11478537321090698","0.11478537321090698","0.11478537321090698"
"131","0.10880128294229507","0.10880128294229507","0.10880128294229507"
"132","0.12061044573783875","0.12061044573783875","0.12061044573783875"
"133","0.18466484546661377","0.18466484546661377","0.18466484546661377"
"134","0.12191694229841232","0.12191694229841232","0.12191694229841232"
"135","0.12264993786811829","0.12264993786811829","0.12264993786811829"
"136","0.12650486826896667","0.12650486826896667","0.12650486826896667"
"137","0.11976467818021774","0.11976467818021774","0.11976467818021774"
"138","0.13886457681655884","0.13886457681655884","0.13886457681655884"
"139","0.12358010560274124","0.12358010560274124","0.12358010560274124"
"140","0.10855703800916672","0.10855703800916672","0.10855703800916672"
"141","0.1572801023721695","0.1572801023721695","0.1572801023721695"
"143","0.09263952076435089","0.09263952076435089","0.09263952076435089"
"144","0.1249089166522026","0.1249089166522026","0.1249089166522026"
"145","0.12379703670740128","0.12379703670740128","0.12379703670740128"
"146","0.10348940640687943","0.10348940640687943","0.10348940640687943"
"147","0.07361170649528503","0.07361170649528503","0.07361170649528503"
"148","0.09577323496341705","0.09577323496341705","0.09577323496341705"
"149","0.09709243476390839","0.09709243476390839","0.09709243476390839"
"150","0.14144094288349152","0.14144094288349152","0.14144094288349152"
"151","0.104061059653759","0.104061059653759","0.104061059653759"
"152","0.10733146220445633","0.10733146220445633","0.10733146220445633"
"153","0.10108703374862671","0.10108703374862671","0.10108703374862671"
"154","0.24124090373516083","0.24124090373516083","0.24124090373516083"
"156","0.12380988895893097","0.12380988895893097","0.12380988895893097"
"157","0.10972440242767334","0.10972440242767334","0.10972440242767334"
"158","0.10693295300006866","0.10693295300006866","0.10693295300006866"
"159","0.20489808917045593","0.20489808917045593","0.20489808917045593"
"160","0.24841144680976868","0.24841144680976868","0.24841144680976868"
"161","0.09371332824230194","0.09371332824230194","0.09371332824230194"
"162","0.10168775171041489","0.10168775171041489","0.10168775171041489"
"163","0.13644880056381226","0.13644880056381226","0.13644880056381226"
"164","0.16523045301437378","0.16523045301437378","0.16523045301437378"
"165","0.13084754347801208","0.13084754347801208","0.13084754347801208"
"166","0.10319383442401886","0.10319383442401886","0.10319383442401886"
"167","0.09184432029724121","0.09184432029724121","0.09184432029724121"
"169","0.14206120371818542","0.14206120371818542","0.14206120371818542"
"170","0.15324024856090546","0.15324024856090546","0.15324024856090546"
"171","0.09578964114189148","0.09578964114189148","0.09578964114189148"
"172","0.11562411487102509","0.11562411487102509","0.11562411487102509"
"173","0.08470387756824493","0.08470387756824493","0.08470387756824493"
"174","0.1263408362865448","0.1263408362865448","0.1263408362865448"
"175","0.13069342076778412","0.13069342076778412","0.13069342076778412"
"176","0.1474776268005371","0.1474776268005371","0.1474776268005371"
"177","0.14020758867263794","0.14020758867263794","0.14020758867263794"
"178","0.12179882824420929","0.12179882824420929","0.12179882824420929"
"179","0.1285732090473175","0.1285732090473175","0.1285732090473175"
"180","0.1102883443236351","0.1102883443236351","0.1102883443236351"
"182","0.10375195741653442","0.10375195741653442","0.10375195741653442"
"183","0.13539069890975952","0.13539069890975952","0.13539069890975952"
"184","0.11240328848361969","0.11240328848361969","0.11240328848361969"
"185","0.11308598518371582","0.11308598518371582","0.11308598518371582"
"186","0.1519280970096588","0.1519280970096588","0.1519280970096588"
"187","0.10980318486690521","0.10980318486690521","0.10980318486690521"
"188","0.12077604234218597","0.12077604234218597","0.12077604234218597"
"189","0.07750747352838516","0.07750747352838516","0.07750747352838516"
"190","0.13106760382652283","0.13106760382652283","0.13106760382652283"
"191","0.12189304828643799","0.12189304828643799","0.12189304828643799"
"192","0.13415926694869995","0.13415926694869995","0.13415926694869995"
"193","0.12431348860263824","0.12431348860263824","0.12431348860263824"
"195","0.09017568081617355","0.09017568081617355","0.09017568081617355"
"196","0.14023390412330627","0.14023390412330627","0.14023390412330627"
"197","0.1133454293012619","0.1133454293012619","0.1133454293012619"
"198","0.08544807136058807","0.08544807136058807","0.08544807136058807"
"199","0.12180353701114655","0.12180353701114655","0.12180353701114655"
"200","0.09897235035896301","0.09897235035896301","0.09897235035896301"
"201","0.12699735164642334","0.12699735164642334","0.12699735164642334"
"202","0.09562361240386963","0.09562361240386963","0.09562361240386963"
"203","0.13026878237724304","0.13026878237724304","0.13026878237724304"
"204","0.0970347672700882","0.0970347672700882","0.0970347672700882"
"205","0.08054791390895844","0.08054791390895844","0.08054791390895844"
"206","0.14518842101097107","0.14518842101097107","0.14518842101097107"
"208","0.12605823576450348","0.12605823576450348","0.12605823576450348"
"209","0.11307774484157562","0.11307774484157562","0.11307774484157562"
"210","0.07922680675983429","0.07922680675983429","0.07922680675983429"
"211","0.11430627107620239","0.11430627107620239","0.11430627107620239"
"212","0.19911402463912964","0.19911402463912964","0.19911402463912964"
"213","0.14605922996997833","0.14605922996997833","0.14605922996997833"
"214","0.08258239179849625","0.08258239179849625","0.08258239179849625"
"215","0.11262886971235275","0.11262886971235275","0.11262886971235275"
"216","0.12845703959465027","0.12845703959465027","0.12845703959465027"
"217","0.089599609375","0.089599609375","0.089599609375"
"218","0.07378882169723511","0.07378882169723511","0.07378882169723511"
"219","0.0821019858121872","0.0821019858121872","0.0821019858121872"
"221","0.11685390770435333","0.11685390770435333","0.11685390770435333"
"222","0.09705474972724915","0.09705474972724915","0.09705474972724915"
"223","0.12004537880420685","0.12004537880420685","0.12004537880420685"
"224","0.15333431959152222","0.15333431959152222","0.15333431959152222"
"225","0.12708397209644318","0.12708397209644318","0.12708397209644318"
"226","0.08077682554721832","0.08077682554721832","0.08077682554721832"
"227","0.09884893894195557","0.09884893894195557","0.09884893894195557"
"228","0.13116014003753662","0.13116014003753662","0.13116014003753662"
"229","0.1693260669708252","0.1693260669708252","0.1693260669708252"
"230","0.11516737937927246","0.11516737937927246","0.11516737937927246"
"231","0.12960517406463623","0.12960517406463623","0.12960517406463623"
"232","0.08858666568994522","0.08858666568994522","0.08858666568994522"
"234","0.11738193780183792","0.11738193780183792","0.11738193780183792"
"235","0.09443646669387817","0.09443646669387817","0.09443646669387817"
"236","0.21511781215667725","0.21511781215667725","0.21511781215667725"
"237","0.1269347071647644","0.1269347071647644","0.1269347071647644"
"238","0.14944005012512207","0.14944005012512207","0.14944005012512207"
"239","0.13946963846683502","0.13946963846683502","0.13946963846683502"
"240","0.10778792202472687","0.10778792202472687","0.10778792202472687"
"241","0.09840545058250427","0.09840545058250427","0.09840545058250427"
"242","0.0876762792468071","0.0876762792468071","0.0876762792468071"
"243","0.11473153531551361","0.11473153531551361","0.11473153531551361"
"244","0.14319583773612976","0.14319583773612976","0.14319583773612976"
"245","0.09026551246643066","0.09026551246643066","0.09026551246643066"
"247","0.08925752341747284","0.08925752341747284","0.08925752341747284"
"248","0.14237113296985626","0.14237113296985626","0.14237113296985626"
"249","0.08991901576519012","0.08991901576519012","0.08991901576519012"
"250","0.11467795073986053","0.11467795073986053","0.11467795073986053"
"251","0.09297294914722443","0.09297294914722443","0.09297294914722443"
"252","0.08925393223762512","0.08925393223762512","0.08925393223762512"
"253","0.09934566915035248","0.09934566915035248","0.09934566915035248"
"254","0.10445860028266907","0.10445860028266907","0.10445860028266907"
"255","0.12877920269966125","0.12877920269966125","0.12877920269966125"
"256","0.09170236438512802","0.09170236438512802","0.09170236438512802"
"257","0.0949447825551033","0.0949447825551033","0.0949447825551033"
"258","0.09412349760532379","0.09412349760532379","0.09412349760532379"
"260","0.08300116658210754","0.08300116658210754","0.08300116658210754"
"261","0.07908513396978378","0.07908513396978378","0.07908513396978378"
"262","0.1319582164287567","0.1319582164287567","0.1319582164287567"
"263","0.08629313111305237","0.08629313111305237","0.08629313111305237"
"264","0.1455359309911728","0.1455359309911728","0.1455359309911728"
"265","0.12627604603767395","0.12627604603767395","0.12627604603767395"
"266","0.08903474360704422","0.08903474360704422","0.08903474360704422"
"267","0.07455864548683167","0.07455864548683167","0.07455864548683167"
"268","0.12211437523365021","0.12211437523365021","0.12211437523365021"
"269","0.12873442471027374","0.12873442471027374","0.12873442471027374"
"270","0.09491801261901855","0.09491801261901855","0.09491801261901855"
"271","0.09127778559923172","0.09127778559923172","0.09127778559923172"
"273","0.07879769057035446","0.07879769057035446","0.07879769057035446"
"274","0.11872493475675583","0.11872493475675583","0.11872493475675583"
"275","0.08682878315448761","0.08682878315448761","0.08682878315448761"
"276","0.08925728499889374","0.08925728499889374","0.08925728499889374"
"277","0.11715441197156906","0.11715441197156906","0.11715441197156906"
"278","0.1027740091085434","0.1027740091085434","0.1027740091085434"
"279","0.09041556715965271","0.09041556715965271","0.09041556715965271"
"280","0.08978711068630219","0.08978711068630219","0.08978711068630219"
"281","0.13490524888038635","0.13490524888038635","0.13490524888038635"
"282","0.10604466497898102","0.10604466497898102","0.10604466497898102"
"283","0.0996931940317154","0.0996931940317154","0.0996931940317154"
"284","0.07898586988449097","0.07898586988449097","0.07898586988449097"
"286","0.13998180627822876","0.13998180627822876","0.13998180627822876"
"287","0.07773984968662262","0.07773984968662262","0.07773984968662262"
"288","0.08429284393787384","0.08429284393787384","0.08429284393787384"
"289","0.0748303085565567","0.0748303085565567","0.0748303085565567"
"290","0.09039953351020813","0.09039953351020813","0.09039953351020813"
"291","0.08095145225524902","0.08095145225524902","0.08095145225524902"
"292","0.07554811239242554","0.07554811239242554","0.07554811239242554"
"293","0.09008494019508362","0.09008494019508362","0.09008494019508362"
"294","0.11167462915182114","0.11167462915182114","0.11167462915182114"
"295","0.09069854021072388","0.09069854021072388","0.09069854021072388"
"296","0.08009311556816101","0.08009311556816101","0.08009311556816101"
"297","0.11834593862295151","0.11834593862295151","0.11834593862295151"
"299","0.1341673582792282","0.1341673582792282","0.1341673582792282"
"300","0.10155124217271805","0.10155124217271805","0.10155124217271805"
"301","0.07533847540616989","0.07533847540616989","0.07533847540616989"
"302","0.07680999487638474","0.07680999487638474","0.07680999487638474"
"303","0.12362281233072281","0.12362281233072281","0.12362281233072281"
"304","0.13173595070838928","0.13173595070838928","0.13173595070838928"
"305","0.11592629551887512","0.11592629551887512","0.11592629551887512"
"306","0.13514196872711182","0.13514196872711182","0.13514196872711182"
"307","0.09937168657779694","0.09937168657779694","0.09937168657779694"
"308","0.11067108809947968","0.11067108809947968","0.11067108809947968"
"309","0.08228252828121185","0.08228252828121185","0.08228252828121185"
"310","0.1077222004532814","0.1077222004532814","0.1077222004532814"
"312","0.20103733241558075","0.20103733241558075","0.20103733241558075"
"313","0.17019903659820557","0.17019903659820557","0.17019903659820557"
"314","0.06262838840484619","0.06262838840484619","0.06262838840484619"
"315","0.09759419411420822","0.09759419411420822","0.09759419411420822"
"316","0.08106043189764023","0.08106043189764023","0.08106043189764023"
"317","0.10870469361543655","0.10870469361543655","0.10870469361543655"
"318","0.07485704123973846","0.07485704123973846","0.07485704123973846"
"319","0.10058799386024475","0.10058799386024475","0.10058799386024475"
"320","0.11146102845668793","0.11146102845668793","0.11146102845668793"
"321","0.11580201983451843","0.11580201983451843","0.11580201983451843"
"322","0.15488556027412415","0.15488556027412415","0.15488556027412415"
"323","0.11743152141571045","0.11743152141571045","0.11743152141571045"
"325","0.09432956576347351","0.09432956576347351","0.09432956576347351"
"326","0.12651416659355164","0.12651416659355164","0.12651416659355164"
"327","0.13998231291770935","0.13998231291770935","0.13998231291770935"
"328","0.15412455797195435","0.15412455797195435","0.15412455797195435"
"329","0.08332362771034241","0.08332362771034241","0.08332362771034241"
"330","0.08249381929636002","0.08249381929636002","0.08249381929636002"
"331","0.12522351741790771","0.12522351741790771","0.12522351741790771"
"332","0.0741482675075531","0.0741482675075531","0.0741482675075531"
"333","0.10599985718727112","0.10599985718727112","0.10599985718727112"
"334","0.10810701549053192","0.10810701549053192","0.10810701549053192"
"335","0.08350293338298798","0.08350293338298798","0.08350293338298798"
"336","0.15814919769763947","0.15814919769763947","0.15814919769763947"
"338","0.1655760258436203","0.1655760258436203","0.1655760258436203"
"339","0.08637546002864838","0.08637546002864838","0.08637546002864838"
"340","0.11104066669940948","0.11104066669940948","0.11104066669940948"
"341","0.15559004247188568","0.15559004247188568","0.15559004247188568"
"342","0.12402422726154327","0.12402422726154327","0.12402422726154327"
"343","0.08023057878017426","0.08023057878017426","0.08023057878017426"
"344","0.07865339517593384","0.07865339517593384","0.07865339517593384"
"345","0.08848556131124496","0.08848556131124496","0.08848556131124496"
"346","0.13983725011348724","0.13983725011348724","0.13983725011348724"
"347","0.13652077317237854","0.13652077317237854","0.13652077317237854"
"348","0.13537028431892395","0.13537028431892395","0.13537028431892395"
"349","0.10786432772874832","0.10786432772874832","0.10786432772874832"
"351","0.10684113949537277","0.10684113949537277","0.10684113949537277"
"352","0.10831546038389206","0.10831546038389206","0.10831546038389206"
"353","0.08703885972499847","0.08703885972499847","0.08703885972499847"
"354","0.07513125240802765","0.07513125240802765","0.07513125240802765"
"355","0.0749678909778595","0.0749678909778595","0.0749678909778595"
"356","0.17538051307201385","0.17538051307201385","0.17538051307201385"
"357","0.10857738554477692","0.10857738554477692","0.10857738554477692"
"358","0.14784151315689087","0.14784151315689087","0.14784151315689087"
"359","0.09665875136852264","0.09665875136852264","0.09665875136852264"
"360","0.176584392786026","0.176584392786026","0.176584392786026"
"361","0.0705118179321289","0.0705118179321289","0.0705118179321289"
"362","0.07319484651088715","0.07319484651088715","0.07319484651088715"
"364","0.10615663975477219","0.10615663975477219","0.10615663975477219"
"365","0.08008363842964172","0.08008363842964172","0.08008363842964172"
"366","0.09458452463150024","0.09458452463150024","0.09458452463150024"
"367","0.07405972480773926","0.07405972480773926","0.07405972480773926"
"368","0.07848861813545227","0.07848861813545227","0.07848861813545227"
"369","0.10358694940805435","0.10358694940805435","0.10358694940805435"
"370","0.07382528483867645","0.07382528483867645","0.07382528483867645"
"371","0.060101624578237534","0.060101624578237534","0.060101624578237534"
"372","0.06860285997390747","0.06860285997390747","0.06860285997390747"
"373","0.08987066149711609","0.08987066149711609","0.08987066149711609"
"374","0.07695765048265457","0.07695765048265457","0.07695765048265457"
"375","0.0988972932100296","0.0988972932100296","0.0988972932100296"
"377","0.1398085057735443","0.1398085057735443","0.1398085057735443"
"378","0.10875163972377777","0.10875163972377777","0.10875163972377777"
"379","0.1712048202753067","0.1712048202753067","0.1712048202753067"
"380","0.1516750156879425","0.1516750156879425","0.1516750156879425"
"381","0.06595709919929504","0.06595709919929504","0.06595709919929504"
"382","0.08743706345558167","0.08743706345558167","0.08743706345558167"
"383","0.07357655465602875","0.07357655465602875","0.07357655465602875"
"384","0.2968744933605194","0.2968744933605194","0.2968744933605194"
"385","0.2913578152656555","0.2913578152656555","0.2913578152656555"
"386","0.15759487450122833","0.15759487450122833","0.15759487450122833"
"387","0.06381575018167496","0.06381575018167496","0.06381575018167496"
"388","0.10299546271562576","0.10299546271562576","0.10299546271562576"
"390","0.18874414265155792","0.18874414265155792","0.18874414265155792"
"391","0.2168896496295929","0.2168896496295929","0.2168896496295929"
"392","0.13228613138198853","0.13228613138198853","0.13228613138198853"
"393","0.07459312677383423","0.07459312677383423","0.07459312677383423"
"394","0.06810717284679413","0.06810717284679413","0.06810717284679413"
"395","0.10368239879608154","0.10368239879608154","0.10368239879608154"
"396","0.07966620475053787","0.07966620475053787","0.07966620475053787"
"397","0.10376834869384766","0.10376834869384766","0.10376834869384766"
"398","0.066160187125206","0.066160187125206","0.066160187125206"
"399","0.0897330492734909","0.0897330492734909","0.0897330492734909"
"400","0.08681975305080414","0.08681975305080414","0.08681975305080414"
"401","0.09893520921468735","0.09893520921468735","0.09893520921468735"
"403","0.11995178461074829","0.11995178461074829","0.11995178461074829"
"404","0.10373391956090927","0.10373391956090927","0.10373391956090927"
"405","0.08311530947685242","0.08311530947685242","0.08311530947685242"
"406","0.09849536418914795","0.09849536418914795","0.09849536418914795"
"407","0.10172447562217712","0.10172447562217712","0.10172447562217712"
"408","0.08129197359085083","0.08129197359085083","0.08129197359085083"
"409","0.08119294047355652","0.08119294047355652","0.08119294047355652"
"410","0.09974230825901031","0.09974230825901031","0.09974230825901031"
"411","0.10964226722717285","0.10964226722717285","0.10964226722717285"
"412","0.1108555942773819","0.1108555942773819","0.1108555942773819"
"413","0.06679476052522659","0.06679476052522659","0.06679476052522659"
"414","0.08105240017175674","0.08105240017175674","0.08105240017175674"
"416","0.0916937068104744","0.0916937068104744","0.0916937068104744"
"417","0.08202093094587326","0.08202093094587326","0.08202093094587326"
"418","0.10563919693231583","0.10563919693231583","0.10563919693231583"
"419","0.10031561553478241","0.10031561553478241","0.10031561553478241"
"420","0.06491124629974365","0.06491124629974365","0.06491124629974365"
"421","0.07563534379005432","0.07563534379005432","0.07563534379005432"
"422","0.05577559024095535","0.05577559024095535","0.05577559024095535"
"423","0.12647472321987152","0.12647472321987152","0.12647472321987152"
"424","0.10188575088977814","0.10188575088977814","0.10188575088977814"
"425","0.10228823870420456","0.10228823870420456","0.10228823870420456"
"426","0.07558825612068176","0.07558825612068176","0.07558825612068176"
"427","0.06310419738292694","0.06310419738292694","0.06310419738292694"
"429","0.09326392412185669","0.09326392412185669","0.09326392412185669"
"430","0.12193022668361664","0.12193022668361664","0.12193022668361664"
"431","0.0839414969086647","0.0839414969086647","0.0839414969086647"
"432","0.07604272663593292","0.07604272663593292","0.07604272663593292"
"433","0.11855604499578476","0.11855604499578476","0.11855604499578476"
"434","0.1063915491104126","0.1063915491104126","0.1063915491104126"
"435","0.05209939181804657","0.05209939181804657","0.05209939181804657"
"436","0.08117108047008514","0.08117108047008514","0.08117108047008514"
"437","0.06629328429698944","0.06629328429698944","0.06629328429698944"
"438","0.07901695370674133","0.07901695370674133","0.07901695370674133"
"439","0.05472486466169357","0.05472486466169357","0.05472486466169357"
"440","0.06467362493276596","0.06467362493276596","0.06467362493276596"
"442","0.055786602199077606","0.055786602199077606","0.055786602199077606"
"443","0.08079932630062103","0.08079932630062103","0.08079932630062103"
"444","0.0870789885520935","0.0870789885520935","0.0870789885520935"
"445","0.048520542681217194","0.048520542681217194","0.048520542681217194"
"446","0.05595453083515167","0.05595453083515167","0.05595453083515167"
"447","0.07698329538106918","0.07698329538106918","0.07698329538106918"
"448","0.08008895069360733","0.08008895069360733","0.08008895069360733"
"449","0.0544600784778595","0.0544600784778595","0.0544600784778595"
"450","0.13911005854606628","0.13911005854606628","0.13911005854606628"
"451","0.08168794214725494","0.08168794214725494","0.08168794214725494"
"452","0.0815650001168251","0.0815650001168251","0.0815650001168251"
"453","0.09543667733669281","0.09543667733669281","0.09543667733669281"
"455","0.09611271321773529","0.09611271321773529","0.09611271321773529"
"456","0.0638771504163742","0.0638771504163742","0.0638771504163742"
"457","0.05489381402730942","0.05489381402730942","0.05489381402730942"
"458","0.08272168785333633","0.08272168785333633","0.08272168785333633"
"459","0.10013850778341293","0.10013850778341293","0.10013850778341293"
"460","0.061572421342134476","0.061572421342134476","0.061572421342134476"
"461","0.07237167656421661","0.07237167656421661","0.07237167656421661"
"462","0.06915237754583359","0.06915237754583359","0.06915237754583359"
"463","0.09401315450668335","0.09401315450668335","0.09401315450668335"
"464","0.07574686408042908","0.07574686408042908","0.07574686408042908"
"465","0.07225862145423889","0.07225862145423889","0.07225862145423889"
"466","0.06345655024051666","0.06345655024051666","0.06345655024051666"
"468","0.09482986479997635","0.09482986479997635","0.09482986479997635"
"469","0.09017840027809143","0.09017840027809143","0.09017840027809143"
"470","0.07271880656480789","0.07271880656480789","0.07271880656480789"
"471","0.09081123769283295","0.09081123769283295","0.09081123769283295"
"472","0.06779824942350388","0.06779824942350388","0.06779824942350388"
"473","0.07482253760099411","0.07482253760099411","0.07482253760099411"
"474","0.07672792673110962","0.07672792673110962","0.07672792673110962"
"475","0.07791656255722046","0.07791656255722046","0.07791656255722046"
"476","0.09865410625934601","0.09865410625934601","0.09865410625934601"
"477","0.08290539681911469","0.08290539681911469","0.08290539681911469"
"478","0.05693645775318146","0.05693645775318146","0.05693645775318146"
"479","0.07116300612688065","0.07116300612688065","0.07116300612688065"
"481","0.0534074604511261","0.0534074604511261","0.0534074604511261"
"482","0.06046988070011139","0.06046988070011139","0.06046988070011139"
"483","0.07081955671310425","0.07081955671310425","0.07081955671310425"
"484","0.07124020159244537","0.07124020159244537","0.07124020159244537"
