"Step","firm-snowball-13-0 - Loss/train","firm-snowball-13-0 - Loss/train__MIN","firm-snowball-13-0 - Loss/train__MAX"
"134","0.10476821660995483","0.10476821660995483","0.10476821660995483"
"135","0.12050490081310272","0.12050490081310272","0.12050490081310272"
"136","0.1421283781528473","0.1421283781528473","0.1421283781528473"
"137","0.11964455991983414","0.11964455991983414","0.11964455991983414"
"138","0.13741713762283325","0.13741713762283325","0.13741713762283325"
"139","0.12088902294635773","0.12088902294635773","0.12088902294635773"
"140","0.1156422421336174","0.1156422421336174","0.1156422421336174"
"141","0.16239990293979645","0.16239990293979645","0.16239990293979645"
"143","0.11924652755260468","0.11924652755260468","0.11924652755260468"
"144","0.11658800393342972","0.11658800393342972","0.11658800393342972"
"145","0.13910803198814392","0.13910803198814392","0.13910803198814392"
"146","0.14740991592407227","0.14740991592407227","0.14740991592407227"
"147","0.11826755106449127","0.11826755106449127","0.11826755106449127"
"148","0.09253473579883575","0.09253473579883575","0.09253473579883575"
"149","0.14436598122119904","0.14436598122119904","0.14436598122119904"
"150","0.13139264285564423","0.13139264285564423","0.13139264285564423"
"151","0.12277417629957199","0.12277417629957199","0.12277417629957199"
"152","0.11401272565126419","0.11401272565126419","0.11401272565126419"
"153","0.10085761547088623","0.10085761547088623","0.10085761547088623"
"154","0.1734129637479782","0.1734129637479782","0.1734129637479782"
"156","0.12217238545417786","0.12217238545417786","0.12217238545417786"
"157","0.12975093722343445","0.12975093722343445","0.12975093722343445"
"158","0.09369304776191711","0.09369304776191711","0.09369304776191711"
"159","0.11955666542053223","0.11955666542053223","0.11955666542053223"
"160","0.17788603901863098","0.17788603901863098","0.17788603901863098"
"161","0.1264411211013794","0.1264411211013794","0.1264411211013794"
"162","0.12410286068916321","0.12410286068916321","0.12410286068916321"
"163","0.146565780043602","0.146565780043602","0.146565780043602"
"164","0.16435903310775757","0.16435903310775757","0.16435903310775757"
"165","0.11844921857118607","0.11844921857118607","0.11844921857118607"
"166","0.105409175157547","0.105409175157547","0.105409175157547"
"167","0.11884135752916336","0.11884135752916336","0.11884135752916336"
"169","0.13630564510822296","0.13630564510822296","0.13630564510822296"
"170","0.14822812378406525","0.14822812378406525","0.14822812378406525"
"171","0.1073940098285675","0.1073940098285675","0.1073940098285675"
"172","0.10994820296764374","0.10994820296764374","0.10994820296764374"
"173","0.11799445003271103","0.11799445003271103","0.11799445003271103"
"174","0.13151945173740387","0.13151945173740387","0.13151945173740387"
"175","0.1283968687057495","0.1283968687057495","0.1283968687057495"
"176","0.1279565989971161","0.1279565989971161","0.1279565989971161"
"177","0.12138272821903229","0.12138272821903229","0.12138272821903229"
"178","0.12881779670715332","0.12881779670715332","0.12881779670715332"
"179","0.11538609862327576","0.11538609862327576","0.11538609862327576"
"180","0.08729827404022217","0.08729827404022217","0.08729827404022217"
"182","0.09300446510314941","0.09300446510314941","0.09300446510314941"
"183","0.11790036410093307","0.11790036410093307","0.11790036410093307"
"184","0.10209301114082336","0.10209301114082336","0.10209301114082336"
"185","0.10419905185699463","0.10419905185699463","0.10419905185699463"
"186","0.16344039142131805","0.16344039142131805","0.16344039142131805"
"187","0.090447798371315","0.090447798371315","0.090447798371315"
"188","0.13071765005588531","0.13071765005588531","0.13071765005588531"
"189","0.08096188306808472","0.08096188306808472","0.08096188306808472"
"190","0.09895054996013641","0.09895054996013641","0.09895054996013641"
"191","0.1375017613172531","0.1375017613172531","0.1375017613172531"
"192","0.1103098914027214","0.1103098914027214","0.1103098914027214"
"193","0.09983862936496735","0.09983862936496735","0.09983862936496735"
"195","0.10188168287277222","0.10188168287277222","0.10188168287277222"
"196","0.10736686736345291","0.10736686736345291","0.10736686736345291"
"197","0.08380941301584244","0.08380941301584244","0.08380941301584244"
"198","0.09216481447219849","0.09216481447219849","0.09216481447219849"
"199","0.07301358878612518","0.07301358878612518","0.07301358878612518"
"200","0.09715664386749268","0.09715664386749268","0.09715664386749268"
"201","0.11452021449804306","0.11452021449804306","0.11452021449804306"
"202","0.09074696898460388","0.09074696898460388","0.09074696898460388"
"203","0.1305932253599167","0.1305932253599167","0.1305932253599167"
"204","0.09951817989349365","0.09951817989349365","0.09951817989349365"
"205","0.102704256772995","0.102704256772995","0.102704256772995"
"206","0.15521515905857086","0.15521515905857086","0.15521515905857086"
"208","0.10022655129432678","0.10022655129432678","0.10022655129432678"
"209","0.08739854395389557","0.08739854395389557","0.08739854395389557"
"210","0.13640530407428741","0.13640530407428741","0.13640530407428741"
"211","0.08324989676475525","0.08324989676475525","0.08324989676475525"
"212","0.09920567274093628","0.09920567274093628","0.09920567274093628"
"213","0.09385496377944946","0.09385496377944946","0.09385496377944946"
"214","0.14130446314811707","0.14130446314811707","0.14130446314811707"
"215","0.14069874584674835","0.14069874584674835","0.14069874584674835"
"216","0.08034520596265793","0.08034520596265793","0.08034520596265793"
"217","0.12727470695972443","0.12727470695972443","0.12727470695972443"
"218","0.11460773646831512","0.11460773646831512","0.11460773646831512"
"219","0.11637900769710541","0.11637900769710541","0.11637900769710541"
"221","0.13840651512145996","0.13840651512145996","0.13840651512145996"
"222","0.15898999571800232","0.15898999571800232","0.15898999571800232"
"223","0.13292834162712097","0.13292834162712097","0.13292834162712097"
"224","0.12341481447219849","0.12341481447219849","0.12341481447219849"
"225","0.0885322242975235","0.0885322242975235","0.0885322242975235"
"226","0.09709618985652924","0.09709618985652924","0.09709618985652924"
"227","0.0926235094666481","0.0926235094666481","0.0926235094666481"
"228","0.09102186560630798","0.09102186560630798","0.09102186560630798"
"229","0.1339014768600464","0.1339014768600464","0.1339014768600464"
"230","0.09804286807775497","0.09804286807775497","0.09804286807775497"
"231","0.09223485738039017","0.09223485738039017","0.09223485738039017"
"232","0.11247420310974121","0.11247420310974121","0.11247420310974121"
"234","0.08666596561670303","0.08666596561670303","0.08666596561670303"
"235","0.11156333982944489","0.11156333982944489","0.11156333982944489"
"236","0.08675989508628845","0.08675989508628845","0.08675989508628845"
"237","0.0966692864894867","0.0966692864894867","0.0966692864894867"
"238","0.12392417341470718","0.12392417341470718","0.12392417341470718"
"239","0.09670200943946838","0.09670200943946838","0.09670200943946838"
"240","0.1051357090473175","0.1051357090473175","0.1051357090473175"
"241","0.144711434841156","0.144711434841156","0.144711434841156"
"242","0.10320308059453964","0.10320308059453964","0.10320308059453964"
"243","0.07978902012109756","0.07978902012109756","0.07978902012109756"
"244","0.13831274211406708","0.13831274211406708","0.13831274211406708"
"245","0.0975860133767128","0.0975860133767128","0.0975860133767128"
"247","0.11679501086473465","0.11679501086473465","0.11679501086473465"
"248","0.10458528995513916","0.10458528995513916","0.10458528995513916"
"249","0.08333025872707367","0.08333025872707367","0.08333025872707367"
"250","0.09064026921987534","0.09064026921987534","0.09064026921987534"
"251","0.12450211495161057","0.12450211495161057","0.12450211495161057"
"252","0.1404881626367569","0.1404881626367569","0.1404881626367569"
"253","0.10985571146011353","0.10985571146011353","0.10985571146011353"
"254","0.11583921313285828","0.11583921313285828","0.11583921313285828"
"255","0.10573749244213104","0.10573749244213104","0.10573749244213104"
"256","0.11052969843149185","0.11052969843149185","0.11052969843149185"
"257","0.10543808341026306","0.10543808341026306","0.10543808341026306"
"258","0.1082010492682457","0.1082010492682457","0.1082010492682457"
"260","0.10892879962921143","0.10892879962921143","0.10892879962921143"
"261","0.09742250293493271","0.09742250293493271","0.09742250293493271"
"262","0.13721391558647156","0.13721391558647156","0.13721391558647156"
"263","0.12730303406715393","0.12730303406715393","0.12730303406715393"
"264","0.14696669578552246","0.14696669578552246","0.14696669578552246"
"265","0.13614368438720703","0.13614368438720703","0.13614368438720703"
"266","0.09116373211145401","0.09116373211145401","0.09116373211145401"
"267","0.09305188059806824","0.09305188059806824","0.09305188059806824"
"268","0.13328449428081512","0.13328449428081512","0.13328449428081512"
"269","0.13639713823795319","0.13639713823795319","0.13639713823795319"
"270","0.124090775847435","0.124090775847435","0.124090775847435"
"271","0.10305414348840714","0.10305414348840714","0.10305414348840714"
"273","0.09230245649814606","0.09230245649814606","0.09230245649814606"
"274","0.09600578248500824","0.09600578248500824","0.09600578248500824"
"275","0.08992507308721542","0.08992507308721542","0.08992507308721542"
"276","0.1276300847530365","0.1276300847530365","0.1276300847530365"
"277","0.09374032914638519","0.09374032914638519","0.09374032914638519"
"278","0.0799945518374443","0.0799945518374443","0.0799945518374443"
"279","0.11110153794288635","0.11110153794288635","0.11110153794288635"
"280","0.0802086666226387","0.0802086666226387","0.0802086666226387"
"281","0.08853290975093842","0.08853290975093842","0.08853290975093842"
"282","0.09412570297718048","0.09412570297718048","0.09412570297718048"
"283","0.09808355569839478","0.09808355569839478","0.09808355569839478"
"284","0.08071450144052505","0.08071450144052505","0.08071450144052505"
"286","0.1062278151512146","0.1062278151512146","0.1062278151512146"
"287","0.08164028078317642","0.08164028078317642","0.08164028078317642"
"288","0.10244498401880264","0.10244498401880264","0.10244498401880264"
"289","0.09110152721405029","0.09110152721405029","0.09110152721405029"
"290","0.1046057641506195","0.1046057641506195","0.1046057641506195"
"291","0.0935371071100235","0.0935371071100235","0.0935371071100235"
"292","0.08738338947296143","0.08738338947296143","0.08738338947296143"
"293","0.08986923098564148","0.08986923098564148","0.08986923098564148"
"294","0.10919996351003647","0.10919996351003647","0.10919996351003647"
"295","0.10666768252849579","0.10666768252849579","0.10666768252849579"
"296","0.10004661977291107","0.10004661977291107","0.10004661977291107"
"297","0.09853815287351608","0.09853815287351608","0.09853815287351608"
"299","0.11840201914310455","0.11840201914310455","0.11840201914310455"
"300","0.09612977504730225","0.09612977504730225","0.09612977504730225"
"301","0.10349201411008835","0.10349201411008835","0.10349201411008835"
"302","0.08342905342578888","0.08342905342578888","0.08342905342578888"
"303","0.09707536548376083","0.09707536548376083","0.09707536548376083"
"304","0.10114209353923798","0.10114209353923798","0.10114209353923798"
"305","0.0879875048995018","0.0879875048995018","0.0879875048995018"
"306","0.09704931080341339","0.09704931080341339","0.09704931080341339"
"307","0.10351162403821945","0.10351162403821945","0.10351162403821945"
"308","0.08838466554880142","0.08838466554880142","0.08838466554880142"
"309","0.08206722140312195","0.08206722140312195","0.08206722140312195"
"310","0.08631828427314758","0.08631828427314758","0.08631828427314758"
"312","0.1505979746580124","0.1505979746580124","0.1505979746580124"
"313","0.10098394006490707","0.10098394006490707","0.10098394006490707"
"314","0.15488313138484955","0.15488313138484955","0.15488313138484955"
"315","0.15861107409000397","0.15861107409000397","0.15861107409000397"
"316","0.09226258099079132","0.09226258099079132","0.09226258099079132"
"317","0.09173785895109177","0.09173785895109177","0.09173785895109177"
"318","0.09891635179519653","0.09891635179519653","0.09891635179519653"
"319","0.0939345508813858","0.0939345508813858","0.0939345508813858"
"320","0.09157499670982361","0.09157499670982361","0.09157499670982361"
"321","0.11622381955385208","0.11622381955385208","0.11622381955385208"
"322","0.10056784749031067","0.10056784749031067","0.10056784749031067"
"323","0.1056031808257103","0.1056031808257103","0.1056031808257103"
"325","0.09070254117250443","0.09070254117250443","0.09070254117250443"
"326","0.09994615614414215","0.09994615614414215","0.09994615614414215"
"327","0.11217091232538223","0.11217091232538223","0.11217091232538223"
"328","0.10195916146039963","0.10195916146039963","0.10195916146039963"
"329","0.10136736929416656","0.10136736929416656","0.10136736929416656"
"330","0.09940744936466217","0.09940744936466217","0.09940744936466217"
"331","0.06834350526332855","0.06834350526332855","0.06834350526332855"
"332","0.10903005301952362","0.10903005301952362","0.10903005301952362"
"333","0.08468182384967804","0.08468182384967804","0.08468182384967804"
"334","0.10768742859363556","0.10768742859363556","0.10768742859363556"
"335","0.08959439396858215","0.08959439396858215","0.08959439396858215"
"336","0.09795276075601578","0.09795276075601578","0.09795276075601578"
"338","0.09524628520011902","0.09524628520011902","0.09524628520011902"
"339","0.06790896505117416","0.06790896505117416","0.06790896505117416"
"340","0.10133924335241318","0.10133924335241318","0.10133924335241318"
"341","0.09273463487625122","0.09273463487625122","0.09273463487625122"
"342","0.10502678900957108","0.10502678900957108","0.10502678900957108"
"343","0.0845227986574173","0.0845227986574173","0.0845227986574173"
"344","0.11253391206264496","0.11253391206264496","0.11253391206264496"
"345","0.08641780912876129","0.08641780912876129","0.08641780912876129"
"346","0.1398642212152481","0.1398642212152481","0.1398642212152481"
"347","0.11228474974632263","0.11228474974632263","0.11228474974632263"
"348","0.12286975979804993","0.12286975979804993","0.12286975979804993"
"349","0.10202404111623764","0.10202404111623764","0.10202404111623764"
"351","0.09632676839828491","0.09632676839828491","0.09632676839828491"
"352","0.11389413475990295","0.11389413475990295","0.11389413475990295"
"353","0.10461623221635818","0.10461623221635818","0.10461623221635818"
"354","0.08984703570604324","0.08984703570604324","0.08984703570604324"
"355","0.1237468272447586","0.1237468272447586","0.1237468272447586"
"356","0.11092514544725418","0.11092514544725418","0.11092514544725418"
"357","0.10686762630939484","0.10686762630939484","0.10686762630939484"
"358","0.10949134826660156","0.10949134826660156","0.10949134826660156"
"359","0.13713058829307556","0.13713058829307556","0.13713058829307556"
"360","0.09348400682210922","0.09348400682210922","0.09348400682210922"
"361","0.10559327900409698","0.10559327900409698","0.10559327900409698"
"362","0.11169984936714172","0.11169984936714172","0.11169984936714172"
"364","0.08202537149190903","0.08202537149190903","0.08202537149190903"
"365","0.10588705539703369","0.10588705539703369","0.10588705539703369"
"366","0.09397774189710617","0.09397774189710617","0.09397774189710617"
"367","0.09634199738502502","0.09634199738502502","0.09634199738502502"
"368","0.07676102221012115","0.07676102221012115","0.07676102221012115"
"369","0.08821623027324677","0.08821623027324677","0.08821623027324677"
"370","0.06957484781742096","0.06957484781742096","0.06957484781742096"
"371","0.07937971502542496","0.07937971502542496","0.07937971502542496"
"372","0.07956072688102722","0.07956072688102722","0.07956072688102722"
"373","0.08107489347457886","0.08107489347457886","0.08107489347457886"
"374","0.07611806690692902","0.07611806690692902","0.07611806690692902"
"375","0.07207236438989639","0.07207236438989639","0.07207236438989639"
"377","0.10149490833282471","0.10149490833282471","0.10149490833282471"
"378","0.09226484596729279","0.09226484596729279","0.09226484596729279"
"379","0.1368512213230133","0.1368512213230133","0.1368512213230133"
"380","0.09373656660318375","0.09373656660318375","0.09373656660318375"
"381","0.11123137921094894","0.11123137921094894","0.11123137921094894"
"382","0.09501895308494568","0.09501895308494568","0.09501895308494568"
"383","0.08822183310985565","0.08822183310985565","0.08822183310985565"
"384","0.13413187861442566","0.13413187861442566","0.13413187861442566"
"385","0.09505389630794525","0.09505389630794525","0.09505389630794525"
"386","0.1049853265285492","0.1049853265285492","0.1049853265285492"
"387","0.12595225870609283","0.12595225870609283","0.12595225870609283"
"388","0.08668607473373413","0.08668607473373413","0.08668607473373413"
"390","0.08768562972545624","0.08768562972545624","0.08768562972545624"
"391","0.09033290296792984","0.09033290296792984","0.09033290296792984"
"392","0.1233983263373375","0.1233983263373375","0.1233983263373375"
"393","0.08789025992155075","0.08789025992155075","0.08789025992155075"
"394","0.09726225584745407","0.09726225584745407","0.09726225584745407"
"395","0.09587299078702927","0.09587299078702927","0.09587299078702927"
"396","0.0919693112373352","0.0919693112373352","0.0919693112373352"
"397","0.08659228682518005","0.08659228682518005","0.08659228682518005"
"398","0.08850094676017761","0.08850094676017761","0.08850094676017761"
"399","0.09649786353111267","0.09649786353111267","0.09649786353111267"
"400","0.07910027354955673","0.07910027354955673","0.07910027354955673"
"401","0.07950252294540405","0.07950252294540405","0.07950252294540405"
"403","0.11914553493261337","0.11914553493261337","0.11914553493261337"
"404","0.08335874229669571","0.08335874229669571","0.08335874229669571"
"405","0.07469131797552109","0.07469131797552109","0.07469131797552109"
"406","0.08549002557992935","0.08549002557992935","0.08549002557992935"
"407","0.08557786047458649","0.08557786047458649","0.08557786047458649"
"408","0.1056414395570755","0.1056414395570755","0.1056414395570755"
"409","0.09866221249103546","0.09866221249103546","0.09866221249103546"
"410","0.09139081835746765","0.09139081835746765","0.09139081835746765"
"411","0.08814066648483276","0.08814066648483276","0.08814066648483276"
"412","0.10181201249361038","0.10181201249361038","0.10181201249361038"
"413","0.08646143972873688","0.08646143972873688","0.08646143972873688"
"414","0.11068638414144516","0.11068638414144516","0.11068638414144516"
"416","0.07776853442192078","0.07776853442192078","0.07776853442192078"
"417","0.06408043205738068","0.06408043205738068","0.06408043205738068"
"418","0.07275250554084778","0.07275250554084778","0.07275250554084778"
"419","0.07276725769042969","0.07276725769042969","0.07276725769042969"
"420","0.08691218495368958","0.08691218495368958","0.08691218495368958"
"421","0.07180866599082947","0.07180866599082947","0.07180866599082947"
"422","0.0679876059293747","0.0679876059293747","0.0679876059293747"
"423","0.0785851776599884","0.0785851776599884","0.0785851776599884"
"424","0.06236463412642479","0.06236463412642479","0.06236463412642479"
"425","0.08752657473087311","0.08752657473087311","0.08752657473087311"
"426","0.07480041682720184","0.07480041682720184","0.07480041682720184"
"427","0.08619960397481918","0.08619960397481918","0.08619960397481918"
"429","0.10536692291498184","0.10536692291498184","0.10536692291498184"
"430","0.0894446074962616","0.0894446074962616","0.0894446074962616"
"431","0.11825268715620041","0.11825268715620041","0.11825268715620041"
"432","0.10906760394573212","0.10906760394573212","0.10906760394573212"
"433","0.09070510417222977","0.09070510417222977","0.09070510417222977"
"434","0.11205695569515228","0.11205695569515228","0.11205695569515228"
"435","0.1379636824131012","0.1379636824131012","0.1379636824131012"
"436","0.10352908074855804","0.10352908074855804","0.10352908074855804"
"437","0.07971906661987305","0.07971906661987305","0.07971906661987305"
"438","0.08305142819881439","0.08305142819881439","0.08305142819881439"
"439","0.12075644731521606","0.12075644731521606","0.12075644731521606"
"440","0.10699612647294998","0.10699612647294998","0.10699612647294998"
"442","0.10245588421821594","0.10245588421821594","0.10245588421821594"
"443","0.09846789389848709","0.09846789389848709","0.09846789389848709"
"444","0.10140345245599747","0.10140345245599747","0.10140345245599747"
"445","0.08916518837213516","0.08916518837213516","0.08916518837213516"
"446","0.0817507728934288","0.0817507728934288","0.0817507728934288"
"447","0.0705774575471878","0.0705774575471878","0.0705774575471878"
"448","0.07437141984701157","0.07437141984701157","0.07437141984701157"
"449","0.08605595678091049","0.08605595678091049","0.08605595678091049"
"450","0.11353282630443573","0.11353282630443573","0.11353282630443573"
"451","0.07588492333889008","0.07588492333889008","0.07588492333889008"
"452","0.07174699753522873","0.07174699753522873","0.07174699753522873"
"453","0.10632655024528503","0.10632655024528503","0.10632655024528503"
"455","0.11267448961734772","0.11267448961734772","0.11267448961734772"
"456","0.08080849051475525","0.08080849051475525","0.08080849051475525"
"457","0.08616504073143005","0.08616504073143005","0.08616504073143005"
"458","0.08744877576828003","0.08744877576828003","0.08744877576828003"
"459","0.11136656254529953","0.11136656254529953","0.11136656254529953"
"460","0.10640715807676315","0.10640715807676315","0.10640715807676315"
"461","0.08523593842983246","0.08523593842983246","0.08523593842983246"
"462","0.09953843802213669","0.09953843802213669","0.09953843802213669"
"463","0.11125917732715607","0.11125917732715607","0.11125917732715607"
"464","0.11452628672122955","0.11452628672122955","0.11452628672122955"
"465","0.10635331273078918","0.10635331273078918","0.10635331273078918"
"466","0.08525542914867401","0.08525542914867401","0.08525542914867401"
"468","0.08659334480762482","0.08659334480762482","0.08659334480762482"
"469","0.10233476758003235","0.10233476758003235","0.10233476758003235"
"470","0.09386973083019257","0.09386973083019257","0.09386973083019257"
"471","0.08368538320064545","0.08368538320064545","0.08368538320064545"
"472","0.07107600569725037","0.07107600569725037","0.07107600569725037"
"473","0.09254208952188492","0.09254208952188492","0.09254208952188492"
"474","0.08720485121011734","0.08720485121011734","0.08720485121011734"
"475","0.0847313404083252","0.0847313404083252","0.0847313404083252"
"476","0.07961145788431168","0.07961145788431168","0.07961145788431168"
"477","0.10946499556303024","0.10946499556303024","0.10946499556303024"
"478","0.0982016921043396","0.0982016921043396","0.0982016921043396"
"479","0.09294254332780838","0.09294254332780838","0.09294254332780838"
"481","0.07761327922344208","0.07761327922344208","0.07761327922344208"
"482","0.09450507164001465","0.09450507164001465","0.09450507164001465"
"483","0.10494834929704666","0.10494834929704666","0.10494834929704666"
"484","0.09991903603076935","0.09991903603076935","0.09991903603076935"
